CustomerID,Sex,Age,AccountDuration,AccountType,AverageMonthlySpending,InvestmentAccounts,FixedDeposits,MutualFunds,StockInvestments,BondInvestments,BalancedFunds,TaxSavings,TradingAccounts,SpecialtyFunds,CustomerStatus
10628,Male,25,10,Savings,1197.29,No,No,No,No,No,No,No,No,No,Active
10629,Male,35,2,Savings,2851.17,No,No,No,No,No,No,No,No,No,Active
10630,Female,35,8,Checking,850.38,No,No,No,No,No,No,No,No,No,Active
10631,Female,20,6,Checking,2835.46,No,No,No,No,No,No,No,No,No,Active
10632,Female,31,6,Savings,2148.33,Yes,No,No,No,No,No,Yes,Yes,Yes,Active
10633,Male,37,6,Checking,2387.87,Yes,No,No,No,No,Yes,No,Yes,Yes,Active
10634,Female,33,6,Savings,3196.79,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Active
10635,Female,50,4,Checking,2046.67,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Active
10636,Female,32,3,Savings,2393.1,No,No,No,No,No,No,No,No,No,Active
10637,Female,26,5,Investment,3974.09,Yes,No,No,No,No,Yes,Yes,No,No,Active
10638,Male,50,6,Fixed Deposit,728.55,Yes,No,Yes,No,No,Yes,No,Yes,No,Active
10639,Male,60,5,Checking,2523.04,No,No,No,No,No,No,No,No,No,Active
10640,Male,44,4,Investment,6355.06,Yes,No,Yes,No,Yes,Yes,No,No,No,Active
10641,Male,69,5,Checking,2271.64,No,No,No,No,No,No,No,No,No,Active
10642,Male,56,6,Fixed Deposit,697.95,Yes,Yes,Yes,No,No,Yes,No,No,No,Active
10643,Male,72,5,Savings,380.83,No,No,No,No,No,No,No,No,No,Active
10644,Male,30,7,Checking,2730.74,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Active
10645,Male,71,3,Checking,2314.49,No,No,No,No,No,No,No,No,No,Active
10646,Male,30,8,Checking,671.1,No,No,No,No,No,No,No,No,No,Active
10647,Female,32,3,Checking,3146.89,No,No,No,No,No,No,No,No,No,Active
10648,Female,51,4,Checking,3259.66,Yes,Yes,No,No,No,No,Yes,No,Yes,Active
10649,Male,68,4,Savings,313.28,Yes,No,Yes,No,No,No,No,No,No,Active
10650,Female,25,5,Savings,1122.14,No,No,No,No,No,No,No,No,No,Active
10651,Female,20,8,Savings,3001.54,No,No,No,No,No,No,No,No,No,Active
10652,Female,56,7,Investment,5846.29,No,No,No,No,No,No,No,No,No,Active
10653,Female,71,5,Savings,2414.74,Yes,Yes,No,No,No,No,No,No,No,Active
10654,Female,45,4,Savings,1937.03,No,No,No,No,No,No,No,No,No,Active
10655,Male,50,4,Checking,2893.94,No,No,No,No,No,No,No,No,No,Active
10656,Male,52,3,Checking,1600.93,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Active
10657,Female,57,6,Investment,7897.53,Yes,No,Yes,No,Yes,No,No,No,No,Active
10658,Male,23,5,Savings,382.26,No,No,No,No,No,No,No,No,No,Active
10659,Female,46,8,Investment,5470.35,Yes,No,Yes,No,No,No,No,Yes,Yes,Active
10660,Male,57,5,Checking,1212.78,Yes,No,No,No,Yes,No,No,No,No,Active
10661,Male,58,3,Checking,1538.59,No,No,No,No,No,No,No,No,No,Active
10662,Female,46,6,Savings,1543.32,Yes,No,Yes,No,No,No,No,Yes,No,Active
10663,Female,20,8,Savings,2723.47,No,No,No,No,No,No,No,No,No,Active
10664,Male,65,8,Savings,2928.34,No,No,No,No,No,No,No,No,No,Active
10665,Female,72,8,Investment,7290.22,No,No,No,No,No,No,No,No,No,Active
10666,Male,65,7,Savings,1156.94,Yes,Yes,Yes,No,No,No,No,No,No,Active
10667,Male,67,6,Checking,2734.33,No,No,No,No,No,No,No,No,No,Active
10668,Male,57,5,Investment,4241.13,No,No,No,No,No,No,No,No,No,Active
10669,Male,51,5,Savings,2302.79,Yes,No,Yes,Yes,No,No,No,No,No,Active
10670,Female,66,9,Checking,1344.95,No,No,No,No,No,No,No,No,No,Active
10671,Male,24,6,Savings,1820.19,No,No,No,No,No,No,No,No,No,Active
10672,Female,63,6,Investment,1694.61,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Active
10673,Female,40,5,Savings,1420.37,No,No,No,No,No,No,No,No,No,Active
10674,Male,29,5,Savings,1516.55,No,No,No,No,No,No,No,No,No,Active
10675,Female,44,7,Investment,3487.74,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Active
10676,Female,29,4,Savings,1467.88,No,No,No,No,No,No,No,No,No,Active
10677,Male,35,4,Investment,4796.82,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Active
10678,Male,46,9,Checking,697.42,Yes,No,Yes,No,No,No,No,No,No,Active
10679,Male,25,10,Savings,1255.83,No,No,No,No,No,No,No,No,No,Active
10680,Male,25,3,Savings,3471.54,No,No,No,No,No,No,No,No,No,Active
10681,Male,63,6,Loan,2559.86,Yes,Yes,Yes,No,No,No,No,No,No,Active
10682,Female,42,4,Savings,2647.98,Yes,Yes,No,No,No,Yes,No,No,Yes,Active
10683,Female,28,4,Savings,1675.63,No,No,No,No,No,No,No,No,No,Active
10684,Female,25,6,Savings,2025.65,No,No,No,No,No,No,No,No,No,Active
10685,Female,21,7,Savings,2245.28,No,No,No,No,No,No,No,No,No,Active
10686,Female,71,9,Savings,2228.33,Yes,Yes,No,No,No,No,Yes,No,No,Active
10687,Male,23,8,Savings,617.87,No,No,No,No,No,No,No,No,No,Active
10688,Female,64,6,Savings,1717.51,No,No,No,No,No,No,No,No,No,Active
10689,Female,71,10,Savings,1259.57,No,No,No,No,No,No,No,No,No,Active
10690,Male,26,8,Checking,2777.25,No,No,No,No,No,No,No,No,No,Active
10691,Female,21,7,Checking,1315.45,Yes,No,No,No,No,Yes,No,Yes,No,Active
10692,Female,64,2,Savings,2848.74,No,No,No,No,No,No,No,No,No,Active
10693,Male,22,5,Fixed Deposit,219.0,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Active
10694,Male,58,9,Savings,2597.85,No,No,No,No,No,No,No,No,No,Active
10695,Male,33,7,Savings,2828.42,Yes,Yes,Yes,No,Yes,No,No,No,No,Active
10696,Female,22,2,Checking,2975.37,No,No,No,No,No,No,No,No,No,Active
10697,Male,27,6,Checking,308.77,No,No,No,No,No,No,No,No,No,Active
10698,Female,32,6,Investment,3512.41,Yes,Yes,Yes,No,No,No,No,No,No,Active
10699,Female,25,5,Fixed Deposit,488.74,Yes,Yes,Yes,No,No,No,No,No,No,Active
10700,Female,37,7,Investment,7974.04,No,No,No,No,No,No,No,No,No,Active
10701,Female,44,6,Checking,2798.27,Yes,No,No,No,No,Yes,No,No,No,Active
10702,Male,53,8,Savings,1567.24,Yes,No,No,No,Yes,No,No,Yes,No,Active
10703,Female,20,7,Checking,3058.35,Yes,No,No,No,Yes,No,No,No,No,Active
10704,Female,26,10,Investment,2590.86,Yes,No,Yes,Yes,No,Yes,No,No,No,Active
10705,Female,23,4,Savings,1792.24,No,No,No,No,No,No,No,No,No,Active
10706,Male,23,6,Savings,2928.72,No,No,No,No,No,No,No,No,No,Active
10707,Female,38,5,Savings,1332.73,Yes,No,No,No,Yes,No,Yes,No,No,Active
10708,Male,50,5,Savings,2337.24,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Churned
10709,Male,46,5,Savings,686.75,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Active
10710,Female,72,10,Checking,1428.52,Yes,Yes,No,No,No,No,Yes,No,No,Active
10711,Male,51,4,Investment,1809.22,Yes,No,No,No,Yes,Yes,No,No,No,Active
10712,Female,48,6,Savings,600.27,No,No,No,No,No,No,No,No,No,Active
10713,Male,53,8,Savings,746.35,No,No,No,No,No,No,No,No,No,Active
10714,Male,44,5,Checking,962.99,Yes,Yes,No,No,No,No,No,No,No,Active
10715,Male,43,3,Fixed Deposit,918.71,Yes,Yes,No,No,No,No,No,No,No,Active
10716,Female,69,8,Checking,1475.1,Yes,Yes,No,No,No,No,Yes,No,No,Active
10717,Female,48,9,Fixed Deposit,305.51,Yes,Yes,No,No,No,No,No,No,Yes,Active
10718,Male,24,6,Savings,2949.86,No,No,No,No,No,No,No,No,No,Active
10719,Male,62,4,Savings,2843.27,Yes,Yes,No,Yes,No,Yes,No,No,No,Churned
10720,Female,67,6,Investment,5455.51,Yes,No,No,No,No,No,No,No,Yes,Active
10721,Female,41,13,Checking,1225.84,Yes,No,No,Yes,No,Yes,No,No,No,Active
10722,Female,22,5,Savings,1192.43,No,No,No,No,No,No,No,No,No,Active
10723,Female,23,7,Checking,1207.12,No,No,No,No,No,No,No,No,No,Active
10724,Male,62,7,Savings,2605.31,Yes,Yes,No,No,No,No,No,No,Yes,Active
10725,Male,62,8,Checking,1964.26,Yes,Yes,No,No,No,Yes,No,No,No,Active
10726,Female,24,4,Savings,2843.16,No,No,No,No,No,No,No,No,No,Active
10727,Female,51,5,Checking,2471.14,Yes,No,No,No,No,No,Yes,No,No,Active
10728,Female,51,4,Savings,2308.27,Yes,No,No,Yes,No,No,Yes,No,No,Active
10729,Female,37,5,Investment,6224.25,No,No,No,No,No,No,No,No,No,Active
10730,Female,25,5,Checking,727.97,Yes,No,Yes,No,No,No,No,No,No,Active
10731,Female,64,4,Checking,619.39,Yes,No,Yes,No,No,No,Yes,No,No,Active
10732,Male,70,14,Checking,2959.65,Yes,Yes,No,No,No,No,Yes,No,No,Active
10733,Male,20,8,Savings,3049.29,No,No,No,No,No,No,No,No,No,Active
10734,Female,38,3,Checking,953.03,No,No,No,No,No,No,No,No,No,Active
10735,Female,67,5,Savings,3154.91,Yes,No,Yes,No,No,No,Yes,No,No,Active
10736,Male,73,5,Checking,1498.95,Yes,Yes,No,Yes,No,No,Yes,No,No,Active
10737,Male,39,4,Savings,1870.78,Yes,No,Yes,No,No,No,No,Yes,No,Active
10738,Female,58,8,Loan,1132.89,No,No,No,No,No,No,No,No,No,Active
10739,Female,74,3,Investment,2687.96,Yes,No,No,Yes,No,No,No,No,No,Active
10740,Female,55,4,Savings,1623.84,Yes,No,No,Yes,No,No,No,No,No,Active
10741,Male,58,5,Savings,1402.72,Yes,No,No,No,Yes,Yes,No,No,No,Active
10742,Female,63,4,Savings,3105.79,Yes,No,Yes,No,No,No,No,No,Yes,Churned
10743,Female,43,4,Savings,3091.74,Yes,No,No,No,No,No,Yes,No,Yes,Active
10744,Female,53,3,Savings,2634.51,No,No,No,No,No,No,No,No,No,Active
10745,Female,45,5,Investment,3322.18,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Active
10746,Male,53,5,Checking,1106.69,Yes,No,Yes,No,Yes,No,No,No,No,Active
10747,Female,45,6,Investment,3231.33,Yes,No,No,Yes,No,No,No,No,No,Churned
10748,Male,33,10,Fixed Deposit,530.03,Yes,No,No,No,No,No,Yes,Yes,No,Active
10749,Female,27,4,Checking,2589.11,No,No,No,No,No,No,No,No,No,Active
10750,Female,58,5,Investment,3644.73,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Active
10751,Female,36,11,Savings,484.28,Yes,No,No,No,Yes,No,No,Yes,Yes,Active
10752,Male,74,10,Savings,997.53,No,No,No,No,No,No,No,No,No,Active
10753,Female,45,5,Investment,3081.71,No,No,No,No,No,No,No,No,No,Active
10754,Female,21,11,Fixed Deposit,485.89,Yes,No,No,No,No,No,No,Yes,Yes,Active
10755,Male,41,10,Checking,2297.13,Yes,No,No,Yes,No,Yes,No,Yes,No,Active
10756,Male,49,6,Fixed Deposit,623.65,Yes,Yes,No,No,No,No,No,No,No,Active
10757,Male,43,8,Investment,2227.14,Yes,No,Yes,No,No,No,No,No,No,Active
10758,Male,50,7,Checking,3245.34,Yes,No,Yes,No,No,No,No,No,No,Active
10759,Female,19,11,Savings,3002.3,No,No,No,No,No,No,No,No,No,Active
10760,Female,49,3,Checking,2379.45,No,No,No,No,No,No,No,No,No,Active
10761,Male,49,11,Checking,2992.04,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Active
10762,Male,64,6,Checking,1176.65,Yes,Yes,No,No,Yes,Yes,No,No,No,Active
10763,Male,59,8,Investment,3305.94,No,No,No,No,No,No,No,No,No,Active
10764,Male,51,3,Savings,2438.96,No,No,No,No,No,No,No,No,No,Active
10765,Male,61,5,Savings,2640.81,No,No,No,No,No,No,No,No,No,Active
10766,Female,43,6,Investment,7664.29,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Active
10767,Male,30,4,Checking,1661.12,No,No,No,No,No,No,No,No,No,Active
10768,Male,73,5,Savings,1584.08,Yes,No,No,No,No,No,Yes,No,No,Active
10769,Female,41,7,Investment,7176.62,Yes,No,No,No,No,Yes,No,Yes,No,Active
10770,Female,21,4,Checking,954.43,No,No,No,No,No,No,No,No,No,Active
10771,Female,23,8,Investment,6147.43,Yes,No,No,Yes,Yes,Yes,No,No,No,Active
10772,Female,66,9,Savings,1375.81,Yes,No,No,No,No,No,No,No,No,Active
10773,Male,18,9,Fixed Deposit,575.47,Yes,No,No,Yes,Yes,Yes,No,No,No,Active
10774,Female,70,12,Checking,2804.41,Yes,No,No,No,No,No,No,No,Yes,Active
10775,Male,46,6,Checking,1444.86,Yes,No,No,No,Yes,No,No,No,No,Active
10776,Male,57,8,Savings,2814.8,No,No,No,No,No,No,No,No,No,Active
10777,Female,19,9,Savings,2205.35,No,No,No,No,No,No,No,No,No,Active
10778,Female,47,8,Checking,1896.12,No,No,No,No,No,No,No,No,No,Active
10779,Male,66,5,Savings,3014.6,Yes,No,No,No,Yes,No,Yes,No,Yes,Active
10780,Male,29,6,Checking,1906.82,No,No,No,No,No,No,No,No,No,Active
10781,Female,31,9,Loan,1087.71,Yes,No,No,No,No,No,Yes,No,No,Active
10782,Male,67,7,Checking,681.93,No,No,No,No,No,No,No,No,No,Active
10783,Male,18,8,Savings,1829.55,No,No,No,No,No,No,No,No,No,Active
10784,Female,26,10,Savings,3404.57,Yes,Yes,No,No,Yes,No,Yes,No,No,Active
10785,Male,19,4,Savings,2867.58,No,No,No,No,No,No,No,No,No,Active
10786,Female,58,8,Investment,6205.2,Yes,No,Yes,No,No,No,No,No,No,Active
10787,Female,59,5,Checking,2710.64,Yes,No,No,Yes,No,No,Yes,No,No,Active
10788,Male,24,6,Savings,3057.13,No,No,No,No,No,No,No,No,No,Active
10789,Male,54,3,Checking,2411.13,No,No,No,No,No,No,No,No,No,Churned
10790,Female,67,9,Savings,513.36,No,No,No,No,No,No,No,No,No,Active
10791,Female,50,11,Checking,3405.95,No,No,No,No,No,No,No,No,No,Active
10792,Female,48,6,Checking,305.66,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Active
10793,Female,58,2,Investment,6476.6,Yes,No,No,No,Yes,No,No,No,No,Active
10794,Male,73,6,Investment,2038.5,Yes,No,No,No,No,Yes,No,No,No,Active
10795,Female,46,7,Savings,2394.1,Yes,No,No,No,Yes,Yes,No,No,No,Active
10796,Male,34,7,Savings,575.39,No,No,No,No,No,No,No,No,No,Active
10797,Male,66,7,Savings,2594.59,Yes,Yes,Yes,No,No,No,No,No,No,Active
10798,Female,40,6,Investment,3296.19,Yes,No,Yes,No,Yes,No,No,Yes,No,Active
10799,Male,43,3,Checking,968.21,No,No,No,No,No,No,No,No,No,Active
10800,Female,28,7,Investment,5315.21,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Active
10801,Female,26,5,Savings,1914.81,No,No,No,No,No,No,No,No,No,Active
10802,Female,64,8,Fixed Deposit,479.38,Yes,No,Yes,No,Yes,No,No,No,No,Active
10803,Male,33,8,Savings,2332.91,No,No,No,No,No,No,No,No,No,Active
10804,Female,69,7,Checking,1246.41,Yes,No,No,No,No,No,Yes,No,Yes,Active
10805,Female,41,4,Loan,721.7,Yes,No,Yes,No,No,No,No,Yes,No,Active
10806,Female,20,9,Savings,904.41,No,No,No,No,No,No,No,No,No,Active
10807,Male,50,6,Investment,4129.42,No,No,No,No,No,No,No,No,No,Active
10808,Female,59,13,Checking,1005.64,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Active
10809,Female,50,9,Savings,1052.16,No,No,No,No,No,No,No,No,No,Active
10810,Female,49,6,Investment,4872.84,Yes,No,No,No,No,Yes,No,Yes,No,Active
10811,Female,25,3,Savings,1699.41,No,No,No,No,No,No,No,No,No,Active
10812,Male,39,5,Checking,1809.95,Yes,No,No,No,No,No,No,Yes,No,Churned
10813,Male,41,10,Investment,3168.18,Yes,Yes,No,No,Yes,No,No,No,No,Churned
10814,Male,49,8,Checking,617.32,No,No,No,No,No,No,No,No,No,Active
10815,Male,45,8,Investment,4718.28,No,No,No,No,No,No,No,No,No,Active
10816,Male,36,8,Savings,3025.32,No,No,No,No,No,No,No,No,No,Active
10817,Female,20,11,Checking,1273.9,No,No,No,No,No,No,No,No,No,Active
10818,Male,43,4,Savings,537.9,Yes,Yes,No,Yes,No,Yes,No,No,No,Active
10819,Male,21,2,Savings,1658.7,No,No,No,No,No,No,No,No,No,Active
10820,Male,56,9,Checking,3213.85,Yes,Yes,Yes,No,No,No,No,No,No,Active
10821,Female,64,5,Savings,589.01,No,No,No,No,No,No,No,No,No,Active
10822,Female,28,7,Savings,2876.02,No,No,No,No,No,No,No,No,No,Churned
10823,Male,56,5,Fixed Deposit,998.1,Yes,No,No,No,Yes,Yes,Yes,No,No,Active
10824,Male,20,8,Savings,2891.96,No,No,No,No,No,No,No,No,No,Active
10825,Female,41,6,Savings,1902.31,Yes,No,No,No,No,Yes,No,No,Yes,Active
10826,Female,31,5,Checking,3193.02,No,No,No,No,No,No,No,No,No,Active
10827,Male,66,5,Checking,1538.58,Yes,Yes,No,No,No,No,No,No,Yes,Active
10828,Female,20,4,Savings,1498.84,No,No,No,No,No,No,No,No,No,Active
10829,Male,49,5,Checking,1462.32,No,No,No,No,No,No,No,No,No,Churned
10830,Female,18,7,Investment,7189.32,Yes,No,Yes,No,No,No,No,Yes,No,Active
10831,Female,74,8,Fixed Deposit,266.66,Yes,No,No,No,Yes,Yes,No,No,No,Active
10832,Male,57,4,Savings,2041.17,Yes,No,No,No,No,Yes,No,No,No,Active
10833,Male,50,4,Investment,2515.31,Yes,Yes,No,No,No,No,Yes,No,No,Active
10834,Male,67,3,Savings,2931.79,No,No,No,No,No,No,No,No,No,Active
10835,Female,61,6,Savings,3198.4,Yes,No,No,No,Yes,No,No,No,No,Active
10836,Female,34,2,Savings,1038.33,No,No,No,No,No,No,No,No,No,Active
10837,Male,58,10,Checking,1847.94,Yes,No,No,No,Yes,No,No,No,No,Active
10838,Female,34,8,Savings,3404.92,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Active
10839,Female,22,4,Savings,2117.24,No,No,No,No,No,No,No,No,No,Active
10840,Female,51,6,Savings,2324.56,No,No,No,No,No,No,No,No,No,Active
10841,Female,70,4,Checking,640.73,Yes,No,No,No,Yes,No,No,No,No,Active
10842,Female,28,6,Savings,613.89,Yes,No,No,Yes,Yes,No,No,No,No,Active
10843,Female,70,6,Savings,2171.87,Yes,Yes,No,Yes,Yes,No,No,No,No,Active
10844,Female,63,7,Investment,5865.24,Yes,No,Yes,No,No,No,Yes,No,Yes,Active
10845,Female,57,8,Checking,440.34,Yes,Yes,No,No,Yes,No,No,Yes,No,Active
10846,Female,21,3,Checking,3186.52,No,No,No,No,No,No,No,No,No,Active
10847,Female,29,4,Savings,912.74,No,No,No,No,No,No,No,No,No,Active
10848,Female,18,7,Savings,1132.39,No,No,No,No,No,No,No,No,No,Active
10849,Male,50,6,Savings,1193.58,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Active
10850,Female,47,6,Savings,2565.12,Yes,No,No,No,Yes,No,No,No,No,Active
